food_name,calories,carbs,protein,fat
피자_블랙앵거스 스테이크 피자 슈퍼시드 화이버 엣지 오리지널 (L),275,24.8,13.58,7.01
피자_블랙앵거스 스테이크 피자 슈퍼시드 화이버 엣지 오리지널 (M),292,25.62,14.1,6.88
피자_블랙앵거스 스테이크 피자 슈퍼시드 화이버 오리지널 (L),232,28.58,11.0,8.08
피자_블랙앵거스 스테이크 피자 슈퍼시드 화이버 오리지널 (M),239,30.51,10.9,8.19
피자_블랙앵거스 스테이크 피자 슈화 더블 치즈 페퍼로니 엣지 (L),278,24.54,13.98,11.09
피자_블랙앵거스 스테이크 피자 슈화 더블 치즈 페퍼로니 엣지 (M),295,25.64,14.42,11.58
피자_블랙앵거스 스테이크 피자 치즈 엣지 (L),242,25.46,11.7,10.37
피자_블랙앵거스 스테이크 피자 치즈 엣지 (M),242,24.7,11.0,10.84
피자_블랙타이거 슈림프 피자 나폴리 (L),240,29.73,11.5,6.31
피자_블랙타이거 슈림프 피자 나폴리 (M),236,25.98,12.0,9.2
피자_블랙타이거 슈림프 피자 더블치즈 페퍼로니 엣지 (L),245,26.26,11.98,10.11
피자_블랙타이거 슈림프 피자 더블치즈 페퍼로니 엣지 (M),252,22.79,13.05,12.09
피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 버스트 오리지널 (L),292,29.74,13.38,9.64
피자_블랙타이거 슈림프 피자 씬 (L),251,24.86,11.6,11.71
피자_블랙타이거 슈림프 피자 씬 (M),254,23.32,12.0,11.02
피자_블랙타이거 슈림프 피자 오리지널 (M),238,27.87,11.6,9.11
피자_블랙타이거 슈림프 피자 치즈버스트 나폴리 (L),243,23.17,11.6,11.52
피자_블랙타이거 슈림프 피자 치즈버스트 오리지널 (L),243,23.5,14.0,10.07
피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 엣지 오리지널 (L),289,28.92,13.5,6.1
피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 엣지 오리지널 (M),299,27.13,15.02,5.98
피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 오리지널 (L),242,33.77,10.7,7.12
피자_블랙타이거 슈림프 피자 슈퍼시드 화이버 오리지널 (M),243,32.73,11.6,7.22
피자_블랙타이거 슈림프 피자 슈화 더블 치즈 페퍼로니 엣지 (L),292,28.5,13.93,10.55
피자_블랙타이거 슈림프 피자 슈화 더블 치즈 페퍼로니 엣지 (M),302,27.1,15.33,11.02
피자_블랙타이거 슈림프 피자 치즈 엣지 (L),241,29.08,11.5,8.69
피자_블랙타이거 슈림프 피자 치즈 엣지 (M),248,24.86,12.7,10.9
피자_블록버스터4 피자 나폴리 (L),235,24.19,12.0,9.9
피자_블록버스터4 피자 나폴리 (M),228,22.04,12.5,10.0
피자_블록버스터4 피자 더블치즈 페퍼로니 엣지 (L),248,24.39,12.32,11.5
피자_블록버스터4 피자 더블치즈 페퍼로니 엣지 (M),239,20.98,12.91,11.05
피자_블록버스터4 피자 더블치즈 엣지 (L),244,25.91,11.9,10.25
피자_블록버스터4 피자 더블치즈 엣지 (M),236,22.65,12.6,10.53
피자_블록버스터4 피자 슈퍼시드 화이버 버스트 오리지널 (L),281,25.27,15.03,10.25
피자_블록버스터4 피자 슈퍼시드 화이버 엣지 오리지널 (L),278,24.43,15.13,7.06
피자_블록버스터4 피자 슈퍼시드 화이버 엣지 오리지널 (M),282,23.43,14.02,7.14
피자_블록버스터4 피자 슈퍼시드 화이버 오리지널 (L),236,28.06,12.6,8.11
피자_블록버스터4 피자 슈퍼시드 화이버 오리지널 (M),232,27.6,11.0,8.41
피자_블록버스터4 피자 슈화 더블 치즈 페퍼로니 엣지 (L),281,24.18,15.47,11.06
피자_블록버스터4 피자 슈화 더블 치즈 페퍼로니 엣지 (M),285,23.5,14.32,11.57
피자_블록버스터4 피자 씬 (L),250,20.0,13.0,13.08
피자_블록버스터4 피자 오리지널 (L),239,28.35,11.0,8.86
피자_블록버스터4 피자 오리지널 (M),221,24.9,11.8,8.28
피자_블록버스터4 피자 치즈버스트 오리지널 (L),243,23.41,12.0,11.17
피자_새우리아 피자,275,29.45,8.75,11.11
피자_슈퍼 디럭스 히어로 피자 나폴리 (L),250,26.51,12.0,10.64
피자_슈퍼 디럭스 히어로 피자 나폴리 (M),250,25.0,12.6,11.08
피자_슈퍼 디럭스 히어로 피자 더블치즈 페퍼로니 엣지 (L),251,27.23,11.55,12.16
피자_슈퍼 디럭스 히어로 피자 더블치즈 페퍼로니 엣지 (M),257,25.81,12.41,12.34
피자_슈퍼 디럭스 히어로 피자 더블치즈 엣지 (L),246,27.04,11.0,10.19
피자_슈퍼 디럭스 히어로 피자 더블치즈 엣지 (M),254,24.53,12.0,11.79
피자_슈퍼 디럭스 히어로 피자 슈퍼시드 화이버 오리지널 (L),247,32.18,10.0,8.47
피자_슈퍼 디럭스 히어로 피자 슈퍼시드 화이버 오리지널 (M),246,30.38,11.0,8.88
피자_슈퍼 디럭스 히어로 피자 슈화 더블 치즈 페퍼로니 엣지 (L),262,27.68,11.55,12.05
피자_슈퍼 디럭스 히어로 피자 슈화 더블 치즈 페퍼로니 엣지 (M),257,24.11,11.92,12.15
피자_슈퍼 디럭스 히어로 피자 씬 (L),294,23.09,12.8,16.67
피자_슈퍼 디럭스 히어로 피자 씬 (M),291,23.3,12.0,16.43
피자_슈퍼 디럭스 히어로 피자 오리지널 (L),248,31.72,10.7,8.62
피자_슈퍼 디럭스 히어로 피자 오리지널 (M),246,31.25,10.9,8.61
피자_슈퍼 디럭스 히어로 피자 치즈버스트 나폴리 (L),255,23.47,11.6,12.77
피자_슈퍼 디럭스 히어로 피자 치즈버스트 오리지널 (L),257,27.2,11.8,11.25
피자_슈퍼 디럭스 히어로 피자 화이버 버스트 오리지널 (L),255,26.34,11.9,11.35
피자_슈퍼 디럭스 히어로 피자 화이버 엣지 오리지널 (L),257,28.66,11.0,10.87
피자_슈퍼 디럭스 히어로 피자 화이버 엣지 오리지널 (M),253,27.3,11.5,10.89
피자_슈퍼디럭스 피자 나폴리 (M),246,27.69,12.26,11.33
피자_슈퍼디럭스 피자 더블치즈 페퍼로니 엣지 (L),249,22.46,11.92,12.19
피자_슈퍼디럭스 피자 더블치즈 페퍼로니 엣지 (M),243,25.12,13.14,12.3
피자_슈퍼디럭스 피자 더블치즈 엣지 (L),245,21.52,11.48,12.56
피자_슈퍼디럭스 피자 더블치즈 엣지 (M),239,20.41,12.8,11.79
피자_슈퍼디럭스 피자 슈퍼시드 화이버 버스트 오리지널 (L),272,23.25,12.95,11.21
피자_슈퍼디럭스 피자 슈퍼시드 화이버 엣지 오리지널 (L),269,22.39,13.05,8.15
피자_슈퍼디럭스 피자 슈퍼시드 화이버 엣지 오리지널 (M),286,26.75,13.97,7.5
피자_슈퍼디럭스 피자 슈퍼시드 화이버 오리지널 (L),228,25.6,10.6,9.32
피자_슈퍼디럭스 피자 슈퍼시드 화이버 오리지널 (M),234,31.78,10.8,8.91
피자_슈퍼디럭스 피자 슈화 더블 치즈 페퍼로니 엣지 (L),273,22.21,13.44,12.0
피자_슈퍼디럭스 피자 슈화 더블 치즈 페퍼로니 엣지 (M),289,26.74,14.28,12.13
피자_슈퍼디럭스 피자 씬 (M),275,22.37,12.57,15.73
피자_슈퍼디럭스 피자 오리지널 (L),236,26.19,11.01,9.67
피자_슈퍼디럭스 피자 오리지널 (M),237,30.77,10.96,9.56
피자_슈퍼디럭스 피자 치즈버스트 오리지널 (L),237,21.57,11.9,11.43
피자_슈퍼슈프림 피자 나폴리 (M),225,26.88,11.13,8.49
피자_슈퍼슈프림 피자 더블치즈 페퍼로니 엣지 (M),231,22.77,12.45,11.62
피자_슈퍼슈프림 피자 더블치즈 엣지 (L),239,23.26,11.49,11.08
피자_슈퍼슈프림 피자 더블치즈 엣지 (M),228,22.88,12.11,9.73
피자_슈퍼슈프림 피자 슈퍼시드 화이버 버스트 오리지널 (L),264,25.65,11.98,9.81
피자_슈퍼슈프림 피자 슈퍼시드 화이버 엣지 오리지널 (L),261,24.9,12.06,6.95
피자_슈퍼슈프림 피자 슈퍼시드 화이버 엣지 오리지널 (M),269,22.11,13.63,6.97
피자_슈퍼슈프림 피자 슈퍼시드 화이버 오리지널 (L),223,28.16,9.8,7.86
피자_슈퍼슈프림 피자 슈퍼시드 화이버 오리지널 (M),220,25.9,10.7,8.16
피자_슈퍼슈프림 피자 슈화 더블 치즈 페퍼로니 엣지 (L),264,24.67,12.45,10.54
피자_슈퍼슈프림 피자 슈화 더블 치즈 페퍼로니 엣지 (M),271,22.21,13.93,11.27
피자_슈퍼슈프림 피자 씬 (M),231,21.69,10.88,12.93
피자_슈퍼슈프림 피자 오리지널 (L),212,25.44,9.69,7.92
피자_슈퍼슈프림 피자 오리지널 (M),227,26.72,10.7,8.64
피자_슈퍼슈프림 피자 치즈버스트 오리지널 (L),226,23.28,10.12,10.26
피자_스테이크 피자 (L),287,30.97,17.82,10.2
피자_아메리칸 미트볼 피자,487,55.46,26.92,17.31
피자_아보카도 새우 피자 나폴리 (L),223,22.16,10.7,10.13
피자_아보카도 새우 피자 나폴리 (M),222,25.47,11.0,9.04
피자_아보카도 새우 피자 더블치즈 페퍼로니 엣지 (L),240,22.84,12.06,11.95
피자_아보카도 새우 피자 더블치즈 페퍼로니 엣지 (M),246,22.55,12.36,11.91
피자_아보카도 새우 피자 더블치즈 엣지 (L),235,23.65,11.6,10.42
피자_아보카도 새우 피자 더블치즈 엣지 (M),242,23.36,12.0,11.1
피자_아보카도 새우 피자 슈퍼시드 화이버 오리지널 (L),226,28.18,10.6,7.89
피자_아보카도 새우 피자 슈퍼시드 화이버 오리지널 (M),238,28.47,10.9,8.93
피자_아보카도 새우 피자 슈화 더블 치즈 페퍼로니 엣지 (L),274,24.13,13.64,10.99
피자_아보카도 새우 피자 슈화 더블 치즈 페퍼로니 엣지 (M),293,24.01,14.39,12.16
피자_아보카도 새우 피자 오리지널 (L),232,26.55,10.9,9.1
피자_아보카도 새우 피자 오리지널 (M),226,26.49,10.0,8.69
피자_아보카도 새우 피자 치즈버스트 오리지널 (L),234,23.55,11.0,10.42
피자_아보카도 새우 피자 슈퍼시드 화이버 버스트 오리지널 (L),273,25.26,13.12,10.14
피자_아보카도 새우 피자 슈퍼시드 화이버 엣지 오리지널 (L),270,24.39,13.23,6.83
피자_아보카도 새우 피자 슈퍼시드 화이버 엣지 오리지널 (M),291,23.95,14.07,7.51
피자_야채 피자 (L),281,35.76,14.5,8.87
피자_오지치즈포테이토 피자,296,35.96,9.36,12.81
피자_와와웨 피자 더블치즈 페퍼로니 엣지 (L),245,23.93,11.94,11.13
피자_와와웨 피자 더블치즈 페퍼로니 엣지 (M),240,22.08,12.03,11.25
피자_와와웨 스테이크 피자 나폴리 (L),240,26.71,10.7,10.02
피자_와와웨 스테이크 피자 나폴리 (M),222,22.24,10.8,9.92
피자_와와웨 스테이크 피자 더블치즈 엣지 (L),241,27.48,11.5,9.42
피자_와와웨 스테이크 피자 더블치즈 엣지 (M),237,22.7,11.7,11.03
피자_와와웨 스테이크 피자 슈퍼시드 화이버 버스트 오리지널 (L),278,24.51,13.96,10.62
피자_와와웨 스테이크 피자 슈피자퍼시드 화이버 엣지 오리지널 (L),275,23.64,14.06,7.4
피자_와와웨 스테이크 피자 슈퍼시드 화이버 엣지 오리지널 (M),271,23.06,13.7,6.85
피자_와와웨 스테이크 피자 슈퍼시드 화이버 오리지널 (L),232,27.21,11.5,8.52
피자_와와웨 스테이크 피자 슈퍼시드 화이버 오리지널 (M),223,26.97,10.8,8.01
피자_와와웨 스테이크 피자 슈화 더블 치즈 페퍼로니 엣지 (L),278,23.41,14.44,11.45
피자_와와웨 스테이크 피자 슈화 더블 치즈 페퍼로니 엣지 (M),274,23.14,13.99,11.11
피자_와와웨 스테이크 피자 씬 (L),253,21.29,11.8,13.36
피자_와와웨 스테이크 피자 오리지널 (L),235,28.26,11.3,8.5
피자_와와웨 스테이크 피자 오리지널 (M),223,25.95,10.5,8.51
피자_와와웨 스테이크 피자 치즈버스트 오리지널 (L),238,22.75,11.4,11.27
피자_우리 고구마 피자 나폴리 (L),248,28.69,9.7,11.07
피자_우리 고구마 피자 나폴리 (M),242,28.91,9.6,10.87
피자_우리 고구마 피자 더블치즈 페퍼로니 엣지 (L),258,25.32,11.26,11.67
피자_우리 고구마 피자 더블치즈 페퍼로니 엣지 (M),257,26.84,10.38,11.7
피자_우리 고구마 피자 슈퍼시드 화이버 버스트 오리지널 (L),293,28.13,12.39,10.99
피자_우리 고구마 피자 슈퍼시드 화이버 엣지 오리지널 (L),290,27.37,12.48,7.87
피자_우리 고구마 피자 슈퍼시드 화이버 엣지 오리지널 (M),302,28.72,12.79,7.72
피자_우리 고구마 피자 슈퍼시드 화이버 오리지널 (L),248,31.36,10.0,9.02
피자_우리 고구마 피자 슈퍼시드 화이버 오리지널 (M),251,33.97,9.7,9.13
피자_우리 고구마 피자 슈화 더블 치즈 페퍼로니 엣지 (L),293,27.04,12.9,11.78
피자_우리 고구마 피자 슈화 더블 치즈 페퍼로니 엣지 (M),304,28.65,13.13,12.24
피자_우리 고구마 피자 씬 (L),272,26.71,10.0,14.83
피자_우리 고구마 피자 씬 (M),266,25.13,9.0,14.87
피자_우리 고구마 피자 오리지널 (M),242,33.26,9.0,9.32
피자_우리 고구마 피자 치즈버스트 나폴리 (L),256,24.08,10.9,12.92
피자_우리 고구마 피자 치즈버스트 오리지널 (L),247,27.61,11.0,10.31
피자_우리 고구마 피자 치즈 엣지 (L),254,26.2,10.8,11.78
피자_우리 고구마 피자 치즈 엣지 (M),254,27.58,10.0,11.4
피자_이탈리아 마르게리따 피자 나폴리 (L),233,26.35,11.0,9.22
피자_이탈리아 마르게리따 피자 더블치즈 페퍼로니 엣지 (L),251,25.73,12.01,11.56
피자_이탈리아 마르게리따 피자 더블치즈 엣지 (L),246,25.99,11.5,10.65
피자_이탈리아 마르게리따 피자 슈퍼시드 화이버 버스트 오리지널 (L),301,29.36,12.77,10.72
피자_이탈리아 마르게리따 피자 슈퍼시드 화이버 엣지 오리지널 (L),298,28.5,12.9,7.08
피자_이탈리아 마르게리따 피자 슈퍼시드 화이버 오리지널 (L),249,33.47,10.0,8.32
피자_이탈리아 마르게리따 피자 슈화 더블치즈 페퍼로니 엣지 (L),301,28.07,13.37,11.65
피자_이탈리아 마르게리따 피자 씬 (L),283,21.07,12.6,16.43
피자_이탈리아 마르게리따 피자 오리지널 (L),237,30.18,10.5,8.22
피자_이탈리아 마르게리따 피자 치즈버스트 나폴리 (L),264,22.66,12.0,13.85
피자_이탈리아 마르게리따 피자 치즈버스트 오리지널 (L),257,25.17,11.8,12.1
피자_치즈 피자 나폴리 (M),272,31.13,13.3,10.47
피자_치즈 피자 더블치즈 페퍼로니 엣지 (L),272,26.55,13.6,10.11
피자_치즈 피자 더블치즈 페퍼로니 엣지 (M),268,27.34,13.65,12.12
피자_치즈 피자 슈퍼시드 화이버 버스트 오리지널 (L),305,29.29,14.13,10.09
피자_치즈 피자 슈퍼시드 화이버 오리지널 (L),246,34.04,11.0,7.15
피자_치즈 피자 슈퍼시드 화이버 오리지널 (M),250,33.25,11.9,7.65
피자_치즈 피자 슈화 더블 치즈 피자 페퍼로니 엣지 (L),304,27.85,14.75,11.14
피자_치즈 피자 슈화 더블 치즈 피자 페퍼로니 엣지 (M),321,26.33,16.39,12.14
피자_치즈 피자 씬 (M),311,23.32,15.05,17.54
피자_치즈 피자 오리지널 (M),261,35.23,11.58,8.17
피자_치즈 피자 치즈버스트 나폴리 (L),273,23.11,13.41,14.05
피자_치즈 피자 치즈버스트 오리지널 (L),265,28.42,12.03,11.51
피자_치즈 피자 크레이프 샌드 피자 (L),247,27.18,9.5,11.09
피자_치즈 피자 크레이프 샌드 피자 (M),248,25.26,9.8,11.97
피자_치즈 피자 (L),317,43.72,14.02,9.56
피자_치즈 피자 더블치즈 엣지 (L),267,28.21,13.09,10.94
피자_치즈 피자 더블치즈 엣지 (M),264,28.52,13.24,11.19
피자_치즈 피자 슈퍼시드 화이버 엣지 오리지널 (L),301,28.32,14.28,5.95
피자_치폴레쉬림프디트로이트,267,21.79,12.82,15.38
피자_콤비네이션 피자 (L),301,31.36,17.65,11.69
피자_크랩&립하우스 피자 더블치즈 페퍼로니 엣지 (L),280,26.34,12.92,13.8
피자_크랩&립하우스 피자 더블치즈 페퍼로니 엣지 (M),281,26.0,12.92,13.7
피자_크랩&립하우스 피자 나폴리 (L),290,29.3,11.91,13.92
피자_크랩&립하우스 피자 나폴리 (M),276,28.22,11.43,13.08
피자_크랩&립하우스 피자 더블치즈 엣지 (L),277,29.6,12.46,12.06
피자_크랩&립하우스 피자 더블치즈 엣지 (M),279,28.39,12.55,12.76
피자_크랩&립하우스 피자 슈퍼시드 화이버 버스트 오리지널 (L),322,29.61,13.75,12.1
피자_크랩&립하우스 피자 슈퍼시드 화이버 엣지 오리지널 (L),318,28.76,13.87,8.53
피자_크랩&립하우스 피자 슈퍼시드 화이버 엣지 오리지널 (M),330,28.47,14.56,8.12
피자_크랩&립하우스 피자 슈퍼시드 화이버 오리지널 (L),270,33.73,11.0,10.0
피자_크랩&립하우스 피자 슈퍼시드 화이버 오리지널 (M),271,34.63,11.0,9.88
피자_크랩&립하우스 피자 슈화 더블 치즈 페퍼로니 엣지 (L),321,28.33,14.3,13.0
피자_크랩&립하우스 피자 슈화 더블 치즈 페퍼로니 엣지 (M),332,28.4,14.89,13.29
피자_크랩&립하우스 피자 씬 (L),322,24.25,11.7,19.72
피자_크랩&립하우스 피자 씬 (M),314,23.55,12.13,19.01
피자_크랩&립하우스 피자 오리지널 (L),275,31.67,11.4,11.37
피자_크랩&립하우스 피자 오리지널 (M),279,32.59,12.13,11.08
피자_크랩&립하우스 피자 치즈버스트 나폴리 (L),289,23.67,12.83,15.92
피자_크랩&립하우스 피자 치즈버스트 오리지널 (L),281,28.77,11.92,13.09
피자_트러플머쉬룸 피자,226,29.57,10.42,7.29
피자_페퍼로니 피자 (L),315,35.15,17.61,11.55
피자_페퍼로니 피자 나폴리 (M),299,26.99,14.27,14.89
피자_페퍼로니 피자 더블치즈 페퍼로니 엣지 (L),279,23.63,13.16,13.46
피자_페퍼로니 피자 더블치즈 페퍼로니 엣지 (M),288,23.61,14.15,14.16
피자_페퍼로니 피자 더블치즈 엣지 (L),275,25.1,12.68,13.77
피자_페퍼로니 피자 더블치즈 엣지 (M),286,23.15,13.79,15.31
피자_페퍼로니 피자 슈퍼시드 화이버 버스트 오리지널 (L),328,25.61,15.38,13.76
피자_페퍼로니 피자 슈퍼시드 화이버 엣지 오리지널 (L),324,24.62,15.51,10.06
피자_페퍼로니 피자 슈퍼시드 화이버 엣지 오리지널 (M),333,26.48,15.78,8.05
피자_페퍼로니 피자 슈퍼시드 화이버 오리지널 (L),274,29.11,12.5,11.9
피자_페퍼로니 피자 슈퍼시드 화이버 오리지널 (M),270,32.65,12.0,9.93
피자_페퍼로니 피자 슈화 더블 치즈 페퍼로니 엣지 (L),326,24.32,15.9,14.69
피자_페퍼로니 피자 슈화 더블 치즈 페퍼로니 엣지 (M),334,26.47,16.09,13.54
피자_페퍼로니 피자 오리지널 (M),275,30.3,12.5,11.53
피자_페퍼로니 피자 치즈버스트 나폴리 (L),284,20.26,13.43,16.55
피자_페퍼로니 피자 치즈버스트 오리지널 (L),275,23.8,12.43,14.44
피자_포테이토 피자 나폴리 (M),236,24.32,10.28,10.84
피자_포테이토 피자 더블치즈 페퍼로니 엣지 (L),241,22.34,11.56,11.07
피자_포테이토 피자 더블치즈 페퍼로니 엣지 (M),248,23.5,11.68,12.17
피자_포테이토 피자 더블치즈 엣지 (L),237,20.61,11.14,12.2
피자_포테이토 피자 더블치즈 엣지 (M),245,24.2,11.31,11.39
피자_포테이토 피자 슈퍼시드 화이버 버스트 오리지널 (L),265,24.29,11.27,10.59
피자_포테이토 피자 슈퍼시드 화이버 엣지 오리지널 (L),262,23.48,11.36,7.62
피자_포테이토 피자 슈퍼시드 화이버 엣지 오리지널 (M),279,23.31,11.93,7.61
피자_포테이토 피자 슈퍼시드 화이버 오리지널 (L),223,26.71,9.0,8.67
피자_포테이토 피자 슈퍼시드 화이버 오리지널 (M),227,27.63,8.8,9.02
피자_포테이토 피자 슈화 더블 치즈 페퍼로니 엣지 (L),266,23.28,11.79,11.35
피자_포테이토 피자 슈화 더블 치즈 페퍼로니 엣지 (M),282,23.39,12.29,12.18
피자_포테이토 피자 치즈버스트 오리지널 (L),232,20.87,10.09,12.05
피자_포테이토 피자 (L),296,35.46,15.73,10.19
피자_프리미엄불고기 피자 (L),307,38.11,14.33,10.76
피자_하와이안 피자 (L),297,34.36,17.08,10.16
피자_할라불고기 피자 (L),215,23.1,12.03,8.31
피자_화이트포테이토 피자 (L),255,20.99,10.16,8.88
피자빵_쫄깃한피자빵,260,31.0,5.0,14.0
피자빵_바토베듬뿍베이글피자,286,33.04,7.14,13.39
피자빵_햄치콘듬뿍베이글피자,373,25.37,8.96,26.12
핫도그_멕시칸 칠리 핫도그,258,28.0,10.22,11.56
핫도그_오리지날 핫도그,267,28.8,5.6,14.4
핫도그_오리지널 핫도그,310,34.55,10.3,14.55
핫도그_모짜렐라&소시지반반핫도그,294,31.25,11.25,13.75
핫도그_치즈덕,266,21.21,8.48,16.36
핫도그_칠리덕,265,22.42,8.48,15.76
허니브레드_갈릭 버터 브레드,365,53.13,10.42,12.5
허니브레드_허니 넛트 브레드,433,37.72,7.02,28.51
허니브레드_허니 버터 브레드,404,51.48,8.15,17.78
호떡_쫀득흑당호떡,377,51.82,5.45,17.27
호밀빵_멀티그레인 호밀브레드,263,37.33,8.0,8.0
효모빵_건포도 천연효모빵 (H),271,54.93,7.04,3.17
효모빵_건포도 토종효모빵,272,55.09,6.67,3.16
효모빵_쫄깃담백 토종효모빵,266,48.97,9.66,3.45
효모빵_쫄깃담백 토종효모빵 (H),266,48.97,9.66,3.45
비스킷/쿠키/크래커_그릭요거트그래놀라바,429,71.43,5.71,12.86
비스킷/쿠키/크래커_꿀오란다,500,53.33,13.33,26.67
비스킷/쿠키/크래커_베어베터 쿠키,495,65.45,6.18,22.73
비스킷/쿠키/크래커_코코넛 로쉐,516,62.9,6.7,26.4
비스킷/쿠키/크래커_쿠키의 정석 오트밀레이즌,447,65.79,5.26,18.42
비스킷/쿠키/크래커_쿠키의 정석 초콜릿청크,526,65.79,5.26,26.32
비스킷/쿠키/크래커_쿠키의 정석 퍼지브라우니,487,63.16,5.26,23.68
비스킷/쿠키/크래커_쿠키의 정석 피넛버터,526,57.89,10.53,28.95
비스킷/쿠키/크래커_현미누룽지칩,403,87.33,8.0,2.33
비스킷/쿠키/크래커_갈레트브르통 (L),591,50.6,5.9,40.5
비스킷/쿠키/크래커_다크초콜릿마카다미아 쿠키,450,56.67,3.33,23.33
비스킷/쿠키/크래커_더블퍼지 쿠키,433,60.0,6.67,20.0
비스킷/쿠키/크래커_돼지바 쿠키,384,37.5,5.83,21.67
비스킷/쿠키/크래커_아몬드 로쉐,512,54.0,16.2,25.7
비스킷/쿠키/크래커_약과 쿠키,452,78.46,4.62,12.31
비스킷/쿠키/크래커_잉글리쉬토피 쿠키,450,60.0,3.33,20.0
비스킷/쿠키/크래커_코코아망 (L),563,46.3,9.5,37.7
비스킷/쿠키/크래커_크랜베리월넛 쿠키,433,60.0,6.67,20.0
비스킷/쿠키/크래커_크로켄트 (L),556,47.3,10.2,36.2
비스킷/쿠키/크래커_퍼지월넛 쿠키,450,53.33,6.67,26.67
웨이퍼_크리스피초콜릿웨이퍼,528,55.0,7.0,31.0
젤리_트로피컬원더젤리,328,82.0,0.0,0.0
소금빵_고짠고짠소금버터링,325,46.67,8.33,11.67
소금빵_발효버터 명란소금빵,392,41.54,7.69,21.54
소금빵_발효버터 소금빵,373,49.09,7.27,16.36
소금빵_앙버터 소금빵,376,47.63,7.63,17.88
소금빵_앙버터 소금빵 (L),381,47.66,7.66,18.34
크로플_감당해봐 대왕크로플,307,38.18,7.27,10.91
크로플_고소해 아몬드 땅콩크림 크로플,213,25.83,8.33,15.83
크로플_과일폭탄 생크림&커스터드&과일 크로플,189,22.58,3.23,5.16
크로플_꾸덕꿀덕 파크림치즈 크로플,255,13.68,5.26,13.16
크로플_내맘담은 종합과자세트 크로플,237,31.54,4.62,9.62
크로플_녹차 아이스크림 크로플,183,21.46,3.41,8.78
크로플_누텔라 위에 뛰노는 큐브치즈 크로플,357,41.11,6.67,16.67
크로플_누텔라 초코 딸기 크로플,255,28.0,4.0,13.0
크로플_누텔라 초코 바나나 크로플,250,25.0,5.0,13.0
크로플_누텔라 초코듬뿍 딸기 크로플 딸기청,363,43.0,6.0,15.0
크로플_누텔라 초코듬뿍 딸기 크로플 생딸기,241,26.43,3.57,6.43
크로플_누텔라 초코듬뿍 마시멜로 크로플,351,54.22,6.02,10.84
크로플_누텔라 초코듬뿍 바나나 크로플,223,33.6,4.0,7.2
크로플_누텔라 초코듬뿍 크로플,358,46.15,7.69,13.85
크로플_누텔라 초코범벅에 미치다,281,35.33,6.0,11.33
크로플_누텔라 초코범벅에 미치다 딸기,251,29.47,4.74,8.42
크로플_누텔라 초코범벅에 미치다 바나나,226,31.5,4.5,8.0
크로플_누텔라 초코범벅에 미치다 생딸기&바나나,216,28.89,4.0,7.11
크로플_누텔라 초코범벅에 미치다 생딸기&블루베리,221,25.96,3.83,6.81
크로플_누텔라 초코범벅에 미치다 이쁜 너를 위한 생딸기,251,29.47,4.74,8.42
크로플_누텔라 크로플,225,22.0,4.0,12.0
크로플_눈꽃 브라운치즈 크로플,361,40.0,8.57,17.14
크로플_눈꽃 카스텔라 범벅 크로플 생크림 카스텔라,239,32.22,5.56,8.89
크로플_눈꽃 카스텔라 범벅 크로플 커스터드 카스텔라,301,41.11,5.56,11.11
크로플_달콤고소 인절미 크로플,325,36.25,8.75,15.0
크로플_두겹 체다치즈 크로플,208,24.44,11.11,17.78
크로플_딸기 아이스크림 크로플,235,19.6,6.5,13.8
크로플_딸기 아이스크림 크로플,179,22.93,3.41,7.32
크로플_땅콩범벅이 고소한 초코 크로플,458,54.55,10.91,27.27
크로플_로투스 크로플 생크림,267,36.0,5.0,10.0
크로플_로투스 크로플 초코커스터드크림,356,47.0,6.0,15.0
크로플_로투스 크로플 커스터드크림,323,44.0,6.0,13.0
크로플_마약크림 딸기 크로플,221,25.0,4.0,14.0
크로플_마약크림 브륄레 크로플,232,21.0,4.0,15.0
크로플_마약크림 티라미슈 크로플,240,26.5,5.0,13.7
크로플_매력무엇 돼지바 크로플,375,67.5,5.0,9.17
크로플_목구멍이 포도 청포도 크로플 생크림,185,26.36,3.64,6.36
크로플_목구멍이 포도청포도 크로플 커스터드크림,235,33.64,4.55,8.18
크로플_바닐라 아이스크림 크로플,231,18.0,6.8,15.2
크로플_바닐라 아이스크림 크로플,168,18.54,3.41,11.22
크로플_바질 크로플,222,12.0,4.0,11.0
크로플_붕X싸만코 크로플,221,18.5,5.0,11.46
크로플_붕어둥절 붕어싸만코 크로플,252,38.0,4.0,8.0
크로플_브라운 치즈 크로플,228,20.0,6.0,12.5
크로플_블루베리요거트 아이스크림 크로플,175,23.41,3.41,7.32
크로플_사장님은 외계인 크로플,237,23.0,8.2,21.0
크로플_생크림 고구마구마 크로플,244,38.0,4.0,7.0
크로플_생크림 과일폭탄 크로플,245,27.7,7.3,14.0
크로플_생크림 듬뿍 딸기 크로플 딸기청,217,28.0,4.0,7.0
크로플_생크림 듬뿍 딸기 크로플 생딸기,112,19.35,3.23,4.52
크로플_생크림 듬뿍 망고 크로플,160,29.57,3.48,6.09
크로플_생크림 듬뿍 블루베리 크로플,163,30.0,3.64,6.36
