food_name,calories,carbs,protein,fat
갓김치,37,7.07,3.26,0.4
고들빼기김치,111,21.87,3.16,1.22
고들빼기김치,68,12.58,2.84,0.66
깍두기,40,8.27,1.36,0.21
깻잎김치,83,11.77,3.44,2.44
동치미,11,2.08,0.49,0.07
배추김치,38,6.49,1.98,0.43
배추김치_가을재배,37,6.1,1.85,0.54
배추김치_봄재배,39,5.95,2.22,0.67
배추김치_여름재배,38,6.56,1.84,0.49
백김치,16,3.0,0.95,0.07
부추김치,71,8.42,3.03,2.83
얼갈이배추김치,30,4.37,1.88,0.58
열무김치,36,5.87,2.39,0.38
열무물김치,18,2.91,1.41,0.07
열무얼갈이김치,35,5.22,2.15,0.66
오이소박이,37,6.66,1.76,0.37
오이소박이,37,5.92,1.93,0.59
유채김치,62,10.1,3.5,0.8
유채물김치,17,3.0,1.0,0.1
총각김치,42,7.89,1.92,0.29
파김치,49,8.51,2.5,0.58
게장_간장,88,4.47,12.25,2.31
게장_양념,111,8.07,12.24,3.3
명란젓_양념,147,3.98,17.96,6.54
조개젓_양념,103,12.61,8.61,2.05
고추장아찌,124,31.49,2.39,0.63
들깻잎장아찌,124,26.0,4.03,0.42
마늘장아찌,113,25.36,2.43,0.16
마늘쫑장아찌,118,27.34,1.96,0.14
마늘쫑장아찌_간장,60,10.8,2.0,1.0
마늘쫑장아찌_고추장,110,21.0,2.6,1.8
매실장아찌,243,58.11,1.65,0.43
무장아찌,80,16.76,1.47,0.76
오이지,29,2.52,0.82,1.79
소스/드레싱_간편조리세트_오야꼬동 (밥제외),116,7.66,8.93,5.54
카레소스_간편조리세트_키마카레&치즈키마카레,136,6.02,9.16,8.38
밀크쉐이크_바닐라,113,17.01,2.43,3.88
빙수_인절미_우유얼음,141,19.6,5.97,4.35
빙수_팥_우유얼음,146,31.49,3.24,0.79
아이스크림_썬대,196,30.45,3.17,6.86
우유_딸기,73,11.04,2.04,2.31
과ㆍ채주스_당근,29,6.88,0.36,0.04
과ㆍ채주스_딸기_바나나,54,11.06,1.37,0.52
과ㆍ채주스_사과_당근,38,9.14,0.23,0.03
과ㆍ채주스_해독주스_착즙형,44,10.51,0.47,0.04
과ㆍ채주스_혼합과일 주스,59,13.19,0.77,0.37
라떼_그린티,76,10.33,2.97,2.56
라떼_바닐라,72,8.38,2.58,3.17
레몬청차,60,14.8,0.13,0.01
밀크티_블랙,49,5.3,1.0,2.64
밀크티_초콜릿,76,9.61,1.23,3.68
밀크티_타로,102,11.95,0.37,5.83
밀크티_흑당,94,15.37,2.38,2.55
식혜,87,16.21,1.53,1.75
액상커피_커피가루_설탕_크림(중량12g),51,10.06,0.43,1.03
액상커피_커피가루_설탕(중량2.7g),17,3.98,0.18,0.0
액상커피_커피가루(중량1g),4,0.7,0.2,0.01
커피_달고나커피,111,14.08,2.47,4.97
커피_아메리카노,4,0.66,0.23,0.03
커피_카라멜마끼아토,81,9.05,2.44,3.94
커피_카페라떼,57,3.11,2.72,3.72
커피_카페모카,72,10.46,2.76,2.08
커피_카푸치노,54,3.23,2.67,3.38
고구마_밤고구마_삶은것,132,30.17,2.45,0.12
팝콘,511,58.06,8.3,27.34
팝콘_카라멜,479,69.79,5.92,19.56
달걀_삶은것,150,0.63,12.8,10.65
달걀_삶은것_노른자,358,1.17,15.66,32.31
달걀_삶은것_흰자,48,0.01,11.42,0.29
대구포,141,2.33,31.97,0.4
계란 덮밥,169,27.22,5.0,3.69
곤드레밥,124,26.8,2.2,0.94
기장밥,129,27.57,2.5,0.39
김밥_계란,97,14.22,4.3,2.34
김밥_김치,109,19.29,3.6,1.69
김밥_날치알,104,17.28,4.2,1.9
김밥_돈가스,148,19.4,4.4,5.63
김밥_멸치_고추,122,20.5,5.6,1.79
김밥_샐러드,117,18.14,3.4,3.3
김밥_소고기,108,16.88,4.0,2.47
김밥_참치,128,17.49,5.3,3.93
김밥_참치_고추,119,16.42,4.4,3.76
김밥_참치_김치,125,15.45,5.4,4.45
김밥_채소,102,18.05,3.5,1.58
김밥_치즈,122,18.66,4.6,2.96
김밥_고추,94,16.5,3.2,1.63
김밥_샐러리,130,19.75,2.8,4.2
넙치(광어)회덮밥_양념장,77,12.64,4.27,1.06
누룽지,87,19.17,1.5,0.06
돌솥 비빔밥,101,17.46,3.4,1.78
돌솥 비빔밥_양념장,86,13.99,2.81,2.07
묵밥,70,12.99,2.6,0.74
보리밥,117,25.22,2.6,0.44
볶음밥_계란,164,26.2,5.8,3.48
볶음밥_김치_돼지고기,110,18.62,3.4,2.05
볶음밥_돼지고기,113,17.88,3.8,2.44
볶음밥_배추김치_참치,105,14.6,5.11,2.58
볶음밥_새우,105,15.44,4.86,2.25
볶음밥_소고기,114,18.38,2.5,2.97
볶음밥_참치,120,16.4,6.58,2.72
볶음밥_채소,115,21.37,2.9,1.69
볶음밥_해물,106,15.38,5.32,2.19
볶음밥_맛살,134,24.28,3.5,2.07
비빔밥,133,17.68,4.5,4.64
비빔밥_묵_양념장,96,16.34,3.09,2.07
비빔밥_참치_양념장,100,16.11,4.82,1.8
삼각김밥,185,30.58,4.8,4.4
수수밥,122,26.0,2.4,0.4
알밥,86,15.67,2.3,1.45
영양돌솥밥,119,25.29,2.43,0.44
오곡밥,144,29.8,3.4,0.65
오므라이스,117,17.22,3.64,3.33
우럭회덮밥_양념장,67,11.47,3.49,0.77
율무밥,118,25.56,2.2,0.17
잡곡밥,131,27.13,3.1,0.7
잡곡밥_보리,137,28.75,3.1,0.65
잡곡밥_보리_흑미,135,28.32,3.0,0.62
잡곡밥_서리태,134,27.35,3.4,0.81
잡곡밥_현미,132,28.08,2.9,0.49
잡채밥,113,19.65,3.1,2.08
잡탕밥,115,18.63,5.5,1.84
주먹밥,135,25.52,2.3,2.09
주먹밥_배추김치,106,20.81,2.39,1.3
주먹밥_참치,131,21.16,4.74,2.71
짜장밥,93,15.58,2.85,1.94
짬뽕밥,48,7.6,2.2,0.85
차조밥,120,25.66,2.3,0.4
참치덮밥,108,15.91,5.8,2.13
참치회덮밥_양념장,76,12.14,4.73,0.81
충무김밥,128,23.59,3.5,1.9
카레라이스_돼지고기,90,15.73,2.8,1.65
카레라이스_소고기,113,19.28,2.7,2.48
카레라이스_채소,95,18.96,2.09,1.18
콩나물 국밥,60,10.69,2.66,0.73
콩나물 국밥,59,10.22,2.6,0.84
콩나물밥_돼지고기,91,17.21,3.3,0.84
현미밥,120,25.75,2.3,0.38
회덮밥_참치,108,17.65,4.9,1.78
흑미밥,120,25.73,2.3,0.37
강낭콩밥,111,24.21,2.2,0.15
검정콩밥,136,27.6,3.3,0.79
굴 국밥,63,12.79,1.6,0.32
굴밥,122,21.44,4.3,1.95
김치 볶음밥_모듬,130,21.5,3.8,2.79
낙지 덮밥,92,15.44,4.5,1.28
낙지 비빔밥,88,14.72,4.3,1.31
닭고기 덮밥,89,16.36,4.3,0.38
돼지머리국밥,72,12.55,2.1,1.16
모듬 김밥,113,17.49,4.2,2.75
모듬 초밥,189,28.65,10.0,3.14
무밥,177,36.68,3.7,1.06
버섯 덮밥,101,18.47,2.6,1.63
비빔 잡곡밥,138,25.66,3.6,2.12
소고기 국밥,66,12.54,2.3,0.56
양송이 덮밥,93,19.64,1.9,0.65
열무 비빔밥,84,16.86,2.5,0.51
오징어 덮밥_채소,91,14.49,5.1,1.33
옥수수밥,113,24.39,2.1,0.34
완두콩밥,114,24.47,2.2,0.33
유부 초밥,199,27.04,5.8,6.92
육회비빔밥,115,17.66,3.9,2.88
장어 덮밥,95,15.04,3.5,1.99
장어 초밥,95,15.04,3.5,1.99
팥밥,140,29.53,3.2,0.41
해물 덮밥,78,14.15,3.8,0.39
혼합잡곡밥,118,25.63,2.3,0.22
계란빵,158,27.2,6.0,1.99
츄러스,185,30.74,4.2,4.29
피자,153,21.07,7.8,4.77
햄버거_돼지고기,204,19.35,9.1,9.69
햄버거_치킨,123,13.92,7.5,4.06
호떡,147,20.14,2.7,5.91
감자샐러드 샌드위치,108,13.39,3.1,4.73
소고기 샌드위치,203,19.7,6.9,10.61
토스트(식빵),84,15.55,2.5,1.33
트위스터 샌드위치,56,3.3,3.6,2.96
파운드케이크,226,26.67,3.5,11.79
햄샌드위치,185,18.69,5.3,10.0
간자장,155,25.98,5.39,2.81
간자장_해물,151,22.69,6.9,3.18
국수,56,8.87,2.5,0.96
국수_열무김치,59,9.79,2.2,0.99
냉면_물냉면,96,18.29,3.64,0.68
떡국_굴,90,16.69,4.0,1.33
떡국_달걀,85,17.9,2.1,0.62
떡국_소고기_달걀,87,15.87,3.3,1.16
떡국_모듬,86,17.14,2.7,0.87
떡만두국_고기만두,90,15.12,3.4,1.74
떡만두국_김치만두,87,14.56,3.1,1.85
라면,79,12.19,1.5,2.52
라면_김치,85,12.41,2.1,2.83
라면_달걀,95,13.16,2.6,3.32
라면_떡,109,17.07,2.6,3.11
라면_치즈,95,12.66,2.7,3.56
라면_만두,109,15.29,3.2,3.69
라면_모듬,98,13.99,2.8,3.25
라면_콩나물,79,11.36,2.2,2.68
만두국_고기만두,66,7.65,3.5,2.34
만두국_김치만두,67,7.5,3.7,2.45
메밀소바,86,17.96,2.49,0.32
비빔국수,83,13.38,3.1,1.63
비빔막국수,104,21.47,3.06,0.86
수제비_김치,67,12.81,2.6,0.29
스파게티,138,21.11,4.1,3.95
쌀국수,58,10.29,2.2,0.87
우동,71,12.76,2.14,1.1
우동_배추김치,65,12.11,1.85,0.79
우동_해물,69,11.84,2.94,0.85
울면,85,14.05,4.29,0.97
자장면,165,29.07,5.4,2.52
잔치국수,61,10.58,2.4,0.84
쟁반짜장,145,23.63,5.85,2.63
중식우동,91,15.29,4.73,0.84
짬뽕,86,14.92,4.3,1.29
쫄면,132,26.2,3.93,1.05
칼국수,97,20.03,2.7,0.29
칼국수_닭고기,53,7.69,4.1,0.48
칼국수_들깨,113,18.42,3.41,2.73
칼국수_소고기,57,9.01,2.2,1.07
칼국수_해물,78,14.74,3.1,0.39
콩국수,70,10.19,4.0,1.34
해물칼국수,77,14.64,3.09,0.4
고기만두,105,13.15,6.6,2.51
군만두,219,25.22,8.5,9.25
김치만두,130,15.15,8.7,3.3
막국수,58,10.96,2.0,0.6
만두탕수,95,11.0,2.8,4.41
모밀국수,86,17.96,2.5,0.32
물냉면,96,18.22,3.6,0.71
물냉면_열무,95,16.41,4.7,0.95
물만두,92,10.5,6.1,2.56
미트 스파게티,109,18.58,4.3,1.9
바지락 수제비_감자,31,5.08,1.3,0.45
볶음 우동,59,6.42,2.0,2.58
비빔냉면,90,14.53,3.8,1.66
어묵 우동,71,12.77,2.1,1.1
오븐스파게티,122,16.77,5.6,3.49
장국국수,72,9.82,3.3,1.84
쟁반국수,112,18.84,4.1,2.36
짜장면,153,29.14,5.3,2.57
짬뽕라면,91,12.32,3.4,2.92
치즈 스파게티_해물,99,15.18,4.5,2.09
해물 스파게티,82,12.82,4.8,1.13
회냉면,80,14.38,3.4,0.87
닭죽,138,22.72,9.2,0.67
소고기버섯죽,119,20.93,4.3,2.72
잣죽,121,17.92,2.5,4.42
전복죽,74,12.65,2.5,1.31
참치죽,60,8.45,2.4,1.8
채소죽_달걀,61,9.88,1.4,1.69
팥죽,69,13.65,2.7,0.16
호박죽,58,13.33,1.1,0.22
흑임자 죽,106,16.36,2.2,3.37
굴죽,107,16.76,2.4,2.99
대합죽,106,16.61,2.5,2.89
땅콩죽,116,18.08,3.4,3.38
복죽,107,16.84,2.7,2.73
소고기 감자죽,88,13.65,3.1,2.0
오리감자죽,97,15.11,3.7,2.14
잡곡죽,81,14.21,3.5,1.17
홍합 미나리죽,79,16.37,2.3,0.3
홍합 소고기죽,131,18.4,6.2,3.2
갈비탕,49,2.26,2.5,3.13
갈비탕_소금제외,89,4.21,5.5,5.44
감자국,21,4.51,0.9,0.1
곰탕,32,2.11,1.9,1.65
굴국_두부,18,0.98,2.0,0.65
김치국,14,1.73,0.9,0.41
김치국_콩나물,8,1.08,0.6,0.18
내장탕,33,1.59,2.2,1.98
달걀국,19,0.37,1.5,1.19
닭고기육개장,39,2.5,4.96,1.07
닭곰탕,50,1.71,6.35,1.8
닭백숙,56,4.49,4.23,2.11
무국,7,1.2,0.3,0.17
무국_들깨,15,1.63,0.6,0.76
무국_소고기,24,1.33,1.7,1.27
무국_소고기_콩나물,36,2.16,2.9,1.83
무국_소고기_느타리,32,1.85,1.7,2.11
무국_어묵,21,2.53,1.9,0.39
미소된장국,8,0.93,0.6,0.22
미역국,11,0.92,1.6,0.46
미역국_북어,11,0.77,1.8,0.26
미역냉국_오이,11,2.7,0.5,0.11
미역냉국_오이_고추,11,2.55,0.5,0.11
배추국_들깨,20,1.77,1.0,1.25
북어국_무,30,0.97,4.5,0.82
북어국_콩나물,30,0.99,4.6,0.87
북어국_달걀,32,0.89,4.9,0.91
사골국,35,2.94,1.8,1.67
삼계탕,88,5.64,7.42,3.75
새우탕,40,2.51,6.2,0.56
순대국,51,3.72,2.7,2.83
오징어국,24,1.53,3.7,0.39
육개장_닭고기,39,2.46,5.0,1.08
육개장_소고기,40,2.03,2.0,2.69
육개장_돼지고기,46,3.47,5.8,1.23
콩나물국,5,0.47,0.7,0.14
콩나물국_고춧가루,8,0.92,0.8,0.25
콩나물국_김치,9,1.1,0.9,0.27
콩나물국_청양고추,8,0.97,0.9,0.25
토란국,34,3.56,1.9,1.45
감자 된장국,22,3.31,1.4,0.32
건새우 미역국,27,0.92,3.8,1.04
고디국(다슬기맑은국),17,1.58,1.4,0.71
근대 된장국,10,1.36,0.9,0.25
김국,13,2.34,0.9,0.25
김치 된장국,15,1.97,1.1,0.38
김치 콩나물국,11,1.41,0.9,0.28
꼬리곰탕,40,2.29,2.3,2.17
꼬리곰탕_당면,67,2.96,3.9,4.11
낙지탕(맑은탕),16,0.8,3.0,0.16
동태국,17,1.31,2.7,0.15
냉이 된장국,16,2.11,1.4,0.4
다슬기 된장국,23,2.6,2.1,0.68
닭고기 미역국,21,0.71,3.2,0.74
두부 달걀탕,45,1.58,4.7,2.11
두부 된장국,25,1.78,2.5,0.92
두부 된장국_바지락,21,1.64,2.0,0.67
두부 된장국_유부,25,1.54,1.8,1.33
두부국,19,1.25,1.8,0.83
메밀묵국,65,12.03,1.6,1.27
몸국,22,1.54,2.9,0.65
무 된장국,15,2.03,1.0,0.35
무 북어국,27,1.05,4.1,0.7
미역 된장국,15,1.81,1.2,0.57
바지락 된장국,16,1.78,1.6,0.35
바지락 미역국,13,1.22,1.9,0.28
배추 된장국,11,1.52,0.8,0.23
배추 된장국_바지락,25,2.14,3.0,0.51
배추 된장국_소고기,40,1.88,2.9,2.32
뼈다귀해장국,21,0.96,2.7,0.63
새우젓국,23,2.21,2.0,0.72
선지해장국_내장,34,2.07,4.4,0.98
선짓국,27,2.15,3.6,0.49
선짓국_내장,45,1.97,5.4,1.63
소고기 미역국,21,0.92,1.6,1.37
소고기 미역국_바지락,11,0.9,1.1,0.57
소고기국_무_당면,34,2.92,1.8,1.67
시금치 된장국,12,1.65,1.0,0.26
시래기 된장국,11,1.6,0.7,0.26
쑥 된장국,14,1.64,1.0,0.47
아욱 된장국,12,1.89,1.0,0.22
어묵국,32,4.16,2.2,0.78
어묵국물,7,1.05,0.5,0.13
어묵탕,30,3.92,2.1,0.73
어묵탕_고춧가루,36,4.64,2.5,0.89
얼갈이 된장국,10,1.49,0.8,0.26
올갱이해장국,41,3.54,4.0,1.35
조개 미역국,11,0.97,1.5,0.24
조개탕,12,0.7,1.8,0.15
참치 미역국,26,0.93,3.3,1.16
콩나물 선짓국_낙지,21,1.79,3.1,0.34
콩나물 황태국,30,0.99,4.6,0.87
해물 된장국,38,1.94,5.9,0.65
호박 된장국,17,2.17,1.2,0.4
홍합 미역국,5,0.32,0.7,0.16
홍합국(홍합탕),17,0.75,2.8,0.24
갈치찌개,45,2.96,4.12,1.57
감자탕,27,2.35,2.9,0.63
개고기전골,74,2.35,5.56,5.03
고등어찌개,38,2.02,3.5,1.69
고추장찌개_두부,56,4.17,5.26,2.13
곱창전골,47,2.66,3.57,2.61
김치전골,40,4.91,3.0,1.02
김치찌개,19,2.33,1.2,0.53
김치찌개_꽁치,47,2.44,4.3,2.3
김치찌개_돼지고기,61,4.5,4.75,2.63
김치찌개_돼지고기_두부,30,1.81,3.4,0.92
김치찌개_참치,44,2.52,3.9,2.02
김치찌개_햄,37,2.47,3.9,1.27
김치찌개_삼겹살,78,2.98,3.5,5.56
꽁치찌개_김치,60,2.86,6.2,2.6
꽃게탕,23,1.83,3.1,0.41
낙지전골,35,3.56,4.19,0.6
내장전골,58,2.89,5.41,2.88
동태찌개,25,2.05,3.25,0.51
돼지고기찌개,56,2.85,4.08,3.14
된장찌개_냉이,19,2.69,1.7,0.33
된장찌개_달래,40,1.63,3.4,2.13
된장찌개_두부_호박,32,2.73,3.1,1.04
된장찌개_바지락,45,4.88,3.7,1.22
된장찌개_소고기,58,4.32,4.2,2.6
된장찌개_미더덕,53,4.36,5.3,1.59
된장찌개_콩나물,55,5.01,5.5,1.9
두부전골,41,2.87,3.79,1.76
매운탕_동태_해물,36,1.76,5.75,0.69
매운탕_메기,58,7.37,3.97,1.46
매운탕_메기_해물,45,4.4,4.12,1.29
매운탕_아귀,25,2.14,3.75,0.34
매운탕_우럭,30,2.82,3.5,0.6
매운탕_해물,33,1.83,5.49,0.53
버섯전골,28,2.89,2.1,1.39
버섯전골_소고기,59,4.69,4.11,3.02
버섯찌개,60,8.54,4.0,2.09
부대찌개,55,5.52,3.2,2.23
불낙전골,69,4.58,7.0,2.67
불낙전골_해물,49,3.48,4.3,2.12
소고기 샤브샤브,46,4.08,2.95,2.04
소고기 샤브샤브,47,4.1,3.0,2.08
소고기전골,38,1.98,2.4,2.34
순대전골,76,6.28,5.61,3.18
아귀지리,21,0.89,3.97,0.13
알탕_해물,46,2.29,6.82,1.03
오리백숙,124,5.57,7.36,7.72
오리탕,104,3.71,6.68,6.98
오징어찌개,27,2.53,3.6,0.33
청국장찌개,45,4.91,4.0,1.01
청국장찌개_해물,37,3.83,3.8,0.8
청국장찌개_모듬,42,4.57,3.8,0.96
추어탕,30,1.97,3.5,0.91
콩비지찌개,42,3.11,4.0,1.44
가자미 매운탕,31,1.4,4.5,0.82
감자 소고기찌개,48,3.81,3.2,2.27
광어 매운탕,63,2.94,8.9,1.74
국수전골,88,14.56,3.4,1.83
김치순두부,42,1.54,4.7,1.8
김치순두부_바지락,37,1.58,4.2,1.39
김치순두부_해물,35,1.65,4.0,1.36
꽃게 매운탕,31,1.3,5.7,0.27
대구 매운탕,31,2.09,5.1,0.35
대구 매운탕_내장,39,2.32,6.6,0.48
대구 매운탕_내장_알,41,2.72,6.7,0.53
대구지리,16,0.86,2.7,0.21
대구탕,45,5.03,4.7,0.89
도루묵찌개,63,4.04,6.8,2.31
도미 매운탕,47,3.37,5.9,1.13
두부 청국장찌개,39,4.34,3.5,0.95
망둥어찌개,44,3.4,5.9,0.85
메기 매운탕,59,7.39,4.0,1.46
명태 매운탕,49,3.15,7.1,1.03
모듬채소전골,20,2.1,1.8,0.6
민어 매운탕,35,2.98,4.5,0.79
버섯 샤브샤브,27,2.46,2.0,1.36
번데기탕,23,0.42,2.2,1.48
병어찌개,54,3.4,5.3,2.06
보신탕,42,2.12,3.0,2.68
복 매운탕,31,2.25,5.1,0.39
복지리,30,1.49,5.6,0.31
볼락 매운탕,30,2.87,3.5,0.52
붕어 매운탕,23,1.08,3.1,0.7
삼치찌개,50,3.35,6.2,1.28
섞어찌개(모듬찌개),39,3.73,1.7,2.09
송어 매운탕,54,4.03,6.6,1.35
숭어 매운탕,51,4.11,6.8,0.87
아귀 매운탕,25,2.15,3.7,0.34
애호박찌개,17,3.54,0.9,0.17
애호박찌개_감자,38,3.87,3.7,0.95
어묵 매운탕,36,4.64,2.5,0.89
연두부찌개,42,2.59,4.8,1.48
우럭 매운탕,29,2.83,3.5,0.6
잉어 매운탕,52,4.08,5.7,1.5
잡탕전골,56,4.99,4.9,1.73
장어매운탕,58,4.08,5.7,2.11
조기찌개,23,1.93,2.4,0.64
참치찌개,42,3.05,5.4,0.97
콩나물찌개,12,1.09,1.6,0.37
해물 매운탕,34,1.89,5.7,0.52
해물전골,26,1.95,3.2,0.64
홍어찌개,51,3.15,7.7,0.97
가오리찜,29,3.52,2.7,0.84
가오리콩나물찜,29,3.5,2.68,0.84
김치찜_돼지고기,88,4.62,6.54,4.7
깻잎찜,48,8.1,3.04,1.02
꼬막찜,30,2.19,4.01,0.54
꽃게콩나물찜,52,5.1,5.86,1.34
꽈리고추찜,41,7.51,1.48,0.76
낙지찜,74,3.81,5.47,4.31
단호박찜,41,10.04,0.93,0.16
달걀찜,119,1.66,11.1,7.01
달걀찜_새우젓,44,1.25,4.0,2.31
닭찜_간장,85,5.07,12.1,1.36
대구볼찜,45,5.37,4.23,1.23
대구찜,57,3.32,8.3,1.18
돼지갈비찜,139,4.79,10.5,8.15
돼지갈비찜_배추김치,89,5.36,5.86,4.89
복찜,36,4.11,3.55,0.92
북어찜,80,7.21,10.0,1.67
소갈비찜,111,6.45,5.38,7.08
소갈비찜_해물,137,8.65,11.41,6.11
수육_소고기,145,1.34,22.3,4.93
수육_소고기_꼬리,84,0.0,6.0,6.27
아귀찜,30,1.93,4.0,0.72
애호박찜,36,4.43,1.7,1.46
오징어순대,43,1.44,6.7,1.0
조기찜,71,2.58,9.2,2.53
코다리찜,46,3.74,6.0,0.9
풋고추찜,55,9.58,2.3,1.03
해물콩나물찜,51,3.83,7.04,1.11
홍어찜,41,1.49,7.2,0.54
황태콩나물찜,82,6.92,10.17,1.99
가자미찜,78,2.79,11.8,1.95
가지찜,120,10.23,5.6,6.29
개고기 수육,226,3.1,15.8,17.15
고등어찜,92,3.21,8.6,4.88
굴찜,142,15.7,11.3,4.04
꽃게찜,52,5.1,5.9,1.33
도미찜,52,3.22,7.9,0.91
돼지사태찜,84,7.02,7.6,2.65
두부 달걀찜,74,2.56,6.3,4.19
메기찜,71,5.37,7.3,2.33
명란찜,61,3.1,7.1,2.24
미더덕찜,77,8.05,7.7,1.82
바지락찜,83,9.15,8.0,1.71
세발낙지찜,74,3.8,5.5,4.31
소고기스튜,187,9.23,10.1,11.65
소고기찜,121,5.17,5.5,8.56
연두부찜,65,3.71,5.1,3.3
오징어찜,56,2.61,8.5,1.32
가자미구이,108,1.26,11.89,5.73
갈치구이,147,0.88,12.65,9.81
갈치구이_기름,148,0.88,12.7,9.81
감자구이,123,18.18,2.4,4.65
고등어구이,142,2.69,9.51,9.99
고등어구이_기름,144,2.69,9.5,9.99
굴비구이,122,0.98,11.83,7.4
꼬치구이_닭고기,115,0.75,23.4,1.36
꼬치구이_닭모래집_고추장,122,1.33,22.6,2.38
꼬치구이_닭모래집_간장,160,5.58,27.8,2.29
꽁치구이,80,0.79,9.39,3.97
닭구이,76,3.01,7.07,3.77
닭날개구이,218,2.34,21.6,12.64
닭다리구이,227,0.62,20.2,14.82
더덕구이,108,22.34,1.86,2.14
돼지갈비구이,132,6.57,8.0,7.78
돼지갈비구이_간장,129,6.56,7.96,7.78
돼지불고기_고추장,146,9.62,15.8,4.75
런천미트구이,302,11.12,21.6,18.95
삼치구이,64,0.47,9.55,2.38
새우구이,34,0.04,7.4,0.33
소내장구이,92,0.75,6.75,6.53
소불고기_버섯,97,6.58,6.07,5.35
연어구이,138,0.2,16.6,7.24
오리고기로스,174,0.5,11.76,13.5
오리불고기,130,9.62,14.3,3.79
옥돔구이,39,0.11,4.91,1.92
옥수수구이,148,15.41,1.43,9.01
옥수수구이_치즈,140,13.6,4.4,7.41
임연수구이,81,0.73,8.0,4.76
장어구이_고추장,134,4.82,10.05,8.25
장어구이_소금,137,0.23,9.94,10.37
전어구이,33,0.06,5.86,0.82
조기구이,168,0.02,22.2,8.02
참치구이,316,0.05,33.5,19.02
콘치즈구이,132,13.35,3.2,7.24
함박스테이크,165,11.25,15.0,5.94
황태구이_양념,144,5.91,20.64,3.78
감자그라탕,140,17.37,3.9,6.26
넙치구이,116,0.03,13.6,6.33
느타리버섯 구이,60,5.75,2.1,4.44
닭꼬치구이,181,5.55,32.1,2.58
도다리구이,153,0.71,23.7,5.5
동태양념구이,130,1.59,21.7,3.56
돼지고기 꼬치구이,179,2.75,26.9,5.86
돼지고기 스테이크,113,5.55,13.5,3.61
민어구이,106,0.38,12.6,5.53
베이컨떡말이구이,240,29.95,6.3,10.61
병어구이,244,0.45,21.4,16.23
북어양념구이,137,6.62,20.3,2.93
새송이버섯 구이,61,6.05,2.3,4.54
서대구이,161,0.71,25.1,5.77
소갈비 구이,298,9.01,14.4,21.6
소곱창 구이,171,3.71,8.8,11.89
소등심 스테이크,270,0.86,12.6,22.71
소등심구이,318,0.0,15.9,26.71
소안심스테이크,197,2.64,16.6,12.51
쑥전(부침개),127,13.44,4.8,6.29
양태구이,107,0.1,14.0,5.11
오징어불고기,123,7.2,16.4,3.24
우럭구이,111,0.45,13.5,5.67
우엉 양념구이,67,12.06,1.7,1.41
은대구구이,137,0.03,9.2,10.5
장어 양념구이,331,16.91,16.5,21.42
장어 양념구이_들깨,180,14.4,14.4,7.19
적어구이,174,0.31,20.9,9.04
전갱이구이,226,0.17,27.7,11.75
조기 양념구이,219,10.96,22.1,9.3
조기 오븐구이,40,0.02,5.9,1.58
조미 김구이,52,2.04,1.9,4.81
채소 꼬치구이,91,14.29,2.8,2.3
청어구이,129,0.22,8.2,10.03
칠면조구이,207,0.96,30.6,7.98
키조개구이,75,1.86,8.7,3.41
햄구이,148,1.95,20.2,6.51
가지전,114,11.22,3.2,6.13
감자전,93,13.75,1.98,3.24
고추전,234,15.71,12.0,14.56
굴전,123,9.54,6.25,6.27
김치전,122,19.35,3.03,3.1
깻잎전,215,16.92,12.0,10.42
녹두빈대떡,176,21.43,9.4,5.68
녹두빈대떡_돼지고기,175,21.4,9.41,5.64
녹두빈대떡_채소,100,16.57,4.3,1.98
녹두빈대떡_해물,86,10.95,6.0,2.02
녹두빈대떡_해물_돼지고기,103,10.63,9.0,2.58
달걀말이_채소,95,0.94,6.4,6.92
달걀말이_부추,102,0.9,7.0,7.4
달걀부침(달걀후라이),156,2.76,9.95,11.07
동태전,109,5.08,9.74,4.99
두부부침,152,5.0,12.8,8.68
두부전,151,4.34,10.2,9.91
맛살전,231,29.76,9.9,7.47
배추전,111,10.38,3.3,6.13
버섯전,202,25.31,6.7,8.64
부추전,142,21.35,3.48,4.23
새송이버섯전,63,5.89,3.16,3.73
새우전,264,12.86,23.2,12.08
스크램블드에그,164,0.8,12.7,11.33
애호박전,84,6.53,2.2,5.35
어육소시지전,177,12.73,8.23,10.14
완자전,214,10.73,7.1,15.49
장떡,197,27.28,3.67,7.64
채소전,154,21.39,3.38,5.63
파래전,197,31.77,4.74,5.03
파전,101,14.47,3.0,3.04
파전_돼지고기_김치,101,13.21,5.0,2.85
파전_감자_김치,93,14.54,2.8,2.39
파전_굴_김치,99,14.24,3.9,2.72
해물파전,106,10.63,6.0,3.99
햄부침,221,15.58,15.4,10.07
호박전,84,6.78,2.18,5.27
화양적,128,6.39,10.4,6.69
녹두전,92,8.41,5.0,4.27
떡산적_소고기,156,18.37,8.7,5.35
모듬채소전,154,21.32,3.4,5.65
소고기 완자전,318,10.08,14.1,23.28
애호박부침개_새우,141,16.23,6.4,5.28
양파 소고기전,155,8.88,5.0,10.63
어묵전,334,35.46,15.3,13.86
오믈렛,78,1.33,4.5,5.82
옥수수부침,176,22.95,3.0,7.95
해물 완자전,206,10.64,15.4,10.71
가지볶음_가지,35,3.36,0.9,2.17
가지볶음_가지_고추,27,3.36,0.91,1.27
가지볶음_가지_당근,37,4.56,0.93,1.94
감자볶음,52,8.96,1.2,1.31
